name and surname,preferences
Freddie Reed,"['Waiter', 'Delivery', 'Shop clerk', 'Cleaning']"
Victoria Harris,"['Cleaning', 'Waiter', 'Shop clerk', 'Delivery']"
Chelsea Russell,"['Delivery', 'Waiter', 'Cleaning', 'Shop clerk']"
Abigail Moore,"['Cleaning', 'Shop clerk', 'Waiter', 'Delivery']"
Alissa Andrews,"['Delivery', 'Shop clerk', 'Cleaning', 'Waiter']"
Kimberly Evans,"['Waiter', 'Shop clerk', 'Delivery', 'Cleaning']"
Edwin Anderson,"['Cleaning', 'Shop clerk', 'Waiter', 'Delivery']"
Mike Warren,"['Cleaning', 'Waiter', 'Shop clerk', 'Delivery']"
Heather Craig,"['Cleaning', 'Waiter', 'Shop clerk', 'Delivery']"
Adrian Morris,"['Shop clerk', 'Delivery', 'Waiter', 'Cleaning']"
Sawyer Richards,"['Cleaning', 'Waiter', 'Shop clerk', 'Delivery']"
Madaline Mitchell,"['Cleaning', 'Delivery', 'Waiter', 'Shop clerk']"
Melanie Andrews,"['Waiter', 'Delivery', 'Cleaning', 'Shop clerk']"
Jessica Carroll,"['Shop clerk', 'Waiter', 'Delivery', 'Cleaning']"
Elian Perkins,"['Waiter', 'Delivery', 'Shop clerk', 'Cleaning']"
Byron Kelly,"['Waiter', 'Delivery', 'Cleaning', 'Shop clerk']"
Patrick Owens,"['Shop clerk', 'Delivery', 'Cleaning', 'Waiter']"
Gianna Casey,"['Waiter', 'Shop clerk', 'Cleaning', 'Delivery']"
Alberta Reed,"['Shop clerk', 'Waiter', 'Cleaning', 'Delivery']"
Adam Dixon,"['Delivery', 'Waiter', 'Cleaning', 'Shop clerk']"
Cherry Anderson,"['Delivery', 'Cleaning', 'Shop clerk', 'Waiter']"
Lucia Johnston,"['Delivery', 'Waiter', 'Shop clerk', 'Cleaning']"
Tara Hawkins,"['Cleaning', 'Shop clerk', 'Waiter', 'Delivery']"
Fenton Williams,"['Delivery', 'Waiter', 'Shop clerk', 'Cleaning']"
Daisy Fowler,"['Delivery', 'Cleaning', 'Shop clerk', 'Waiter']"
Adrian Crawford,"['Delivery', 'Waiter', 'Shop clerk', 'Cleaning']"
Fenton Miller,"['Cleaning', 'Delivery', 'Shop clerk', 'Waiter']"
Adrian Stewart,"['Delivery', 'Cleaning', 'Shop clerk', 'Waiter']"
Justin Morris,"['Waiter', 'Cleaning', 'Delivery', 'Shop clerk']"
Deanna Campbell,"['Cleaning', 'Waiter', 'Shop clerk', 'Delivery']"
Heather Douglas,"['Shop clerk', 'Waiter', 'Cleaning', 'Delivery']"
Amber Nelson,"['Waiter', 'Cleaning', 'Delivery', 'Shop clerk']"
Blake Alexander,"['Shop clerk', 'Cleaning', 'Waiter', 'Delivery']"
Amber Brown,"['Cleaning', 'Shop clerk', 'Delivery', 'Waiter']"
Maximilian Myers,"['Waiter', 'Delivery', 'Cleaning', 'Shop clerk']"
Emily Bailey,"['Delivery', 'Shop clerk', 'Waiter', 'Cleaning']"
Agata Cole,"['Waiter', 'Delivery', 'Shop clerk', 'Cleaning']"
Annabella Grant,"['Shop clerk', 'Waiter', 'Delivery', 'Cleaning']"
Jasmine Cooper,"['Cleaning', 'Waiter', 'Shop clerk', 'Delivery']"
Samantha Elliott,"['Waiter', 'Cleaning', 'Shop clerk', 'Delivery']"
Heather Harper,"['Cleaning', 'Shop clerk', 'Waiter', 'Delivery']"
William Armstrong,"['Shop clerk', 'Waiter', 'Delivery', 'Cleaning']"
Adele Farrell,"['Waiter', 'Cleaning', 'Delivery', 'Shop clerk']"
Henry Davis,"['Delivery', 'Waiter', 'Cleaning', 'Shop clerk']"
Cadie Harris,"['Shop clerk', 'Waiter', 'Cleaning', 'Delivery']"
Dale Davis,"['Shop clerk', 'Delivery', 'Waiter', 'Cleaning']"
Lenny Harrison,"['Shop clerk', 'Delivery', 'Waiter', 'Cleaning']"
Charlotte Perkins,"['Cleaning', 'Shop clerk', 'Waiter', 'Delivery']"
Dexter Brooks,"['Cleaning', 'Shop clerk', 'Delivery', 'Waiter']"
Lucy Miller,"['Waiter', 'Delivery', 'Shop clerk', 'Cleaning']"
Alen Morris,"['Shop clerk', 'Waiter', 'Delivery', 'Cleaning']"
Albert Cunningham,"['Waiter', 'Delivery', 'Cleaning', 'Shop clerk']"
Brad Morrison,"['Delivery', 'Waiter', 'Shop clerk', 'Cleaning']"
Hailey Elliott,"['Delivery', 'Cleaning', 'Shop clerk', 'Waiter']"
Charlotte Crawford,"['Delivery', 'Waiter', 'Cleaning', 'Shop clerk']"
Samantha Russell,"['Delivery', 'Waiter', 'Shop clerk', 'Cleaning']"
Brianna Lloyd,"['Delivery', 'Waiter', 'Shop clerk', 'Cleaning']"
Kevin Carter,"['Waiter', 'Cleaning', 'Shop clerk', 'Delivery']"
Heather West,"['Shop clerk', 'Delivery', 'Cleaning', 'Waiter']"
Frederick Scott,"['Delivery', 'Waiter', 'Shop clerk', 'Cleaning']"
Bruce Martin,"['Shop clerk', 'Cleaning', 'Waiter', 'Delivery']"
Reid Moore,"['Cleaning', 'Waiter', 'Delivery', 'Shop clerk']"
Daniel Campbell,"['Cleaning', 'Delivery', 'Waiter', 'Shop clerk']"
Miley Watson,"['Waiter', 'Delivery', 'Shop clerk', 'Cleaning']"
Julia Reed,"['Shop clerk', 'Cleaning', 'Delivery', 'Waiter']"
Hailey Alexander,"['Delivery', 'Cleaning', 'Waiter', 'Shop clerk']"
April Harper,"['Cleaning', 'Waiter', 'Delivery', 'Shop clerk']"
Jordan Watson,"['Waiter', 'Delivery', 'Shop clerk', 'Cleaning']"
Abigail Alexander,"['Shop clerk', 'Delivery', 'Waiter', 'Cleaning']"
Eddy Carter,"['Shop clerk', 'Waiter', 'Cleaning', 'Delivery']"
Edgar West,"['Cleaning', 'Delivery', 'Shop clerk', 'Waiter']"
Derek Henderson,"['Waiter', 'Shop clerk', 'Delivery', 'Cleaning']"
Kristian Kelly,"['Shop clerk', 'Delivery', 'Waiter', 'Cleaning']"
Vivian Roberts,"['Cleaning', 'Delivery', 'Shop clerk', 'Waiter']"
Elise Morrison,"['Cleaning', 'Waiter', 'Shop clerk', 'Delivery']"
Rafael Lloyd,"['Waiter', 'Shop clerk', 'Cleaning', 'Delivery']"
Grace Barrett,"['Delivery', 'Shop clerk', 'Cleaning', 'Waiter']"
Audrey Cooper,"['Waiter', 'Shop clerk', 'Cleaning', 'Delivery']"
Steven Perry,"['Delivery', 'Waiter', 'Cleaning', 'Shop clerk']"
Daniel Rogers,"['Waiter', 'Cleaning', 'Delivery', 'Shop clerk']"
Fenton Cunningham,"['Cleaning', 'Waiter', 'Delivery', 'Shop clerk']"
Vivian Cooper,"['Delivery', 'Shop clerk', 'Cleaning', 'Waiter']"
Alfred Richards,"['Cleaning', 'Delivery', 'Shop clerk', 'Waiter']"
Alissa Kelley,"['Waiter', 'Shop clerk', 'Cleaning', 'Delivery']"
Kelsey Roberts,"['Waiter', 'Shop clerk', 'Delivery', 'Cleaning']"
George Thomas,"['Shop clerk', 'Delivery', 'Cleaning', 'Waiter']"
Garry Murphy,"['Delivery', 'Shop clerk', 'Cleaning', 'Waiter']"
Brianna Watson,"['Delivery', 'Waiter', 'Shop clerk', 'Cleaning']"
Rafael Howard,"['Delivery', 'Waiter', 'Shop clerk', 'Cleaning']"
Kristian Perkins,"['Shop clerk', 'Cleaning', 'Waiter', 'Delivery']"
Rubie Warren,"['Cleaning', 'Shop clerk', 'Delivery', 'Waiter']"
Garry Brooks,"['Delivery', 'Cleaning', 'Shop clerk', 'Waiter']"
Clark Harrison,"['Cleaning', 'Waiter', 'Shop clerk', 'Delivery']"
Tyler Holmes,"['Waiter', 'Shop clerk', 'Cleaning', 'Delivery']"
Amelia Evans,"['Shop clerk', 'Waiter', 'Delivery', 'Cleaning']"
Charlie Rogers,"['Shop clerk', 'Delivery', 'Cleaning', 'Waiter']"
Emma Lloyd,"['Delivery', 'Cleaning', 'Shop clerk', 'Waiter']"
Tony Carter,"['Shop clerk', 'Waiter', 'Delivery', 'Cleaning']"
Ned Hall,"['Cleaning', 'Shop clerk', 'Delivery', 'Waiter']"
Ellia Cooper,"['Waiter', 'Shop clerk', 'Delivery', 'Cleaning']"
Lilianna Rogers,"['Waiter', 'Shop clerk', 'Delivery', 'Cleaning']"
Edgar Hunt,"['Waiter', 'Cleaning', 'Delivery', 'Shop clerk']"
Catherine Bennett,"['Waiter', 'Shop clerk', 'Delivery', 'Cleaning']"
Ellia Cunningham,"['Shop clerk', 'Delivery', 'Cleaning', 'Waiter']"
Nicole Warren,"['Delivery', 'Shop clerk', 'Waiter', 'Cleaning']"
Amanda Ross,"['Cleaning', 'Delivery', 'Shop clerk', 'Waiter']"
Fiona Chapman,"['Waiter', 'Delivery', 'Shop clerk', 'Cleaning']"
Alissa Spencer,"['Delivery', 'Cleaning', 'Shop clerk', 'Waiter']"
Rebecca Ross,"['Shop clerk', 'Waiter', 'Delivery', 'Cleaning']"
James Robinson,"['Cleaning', 'Waiter', 'Shop clerk', 'Delivery']"
Melissa Ellis,"['Shop clerk', 'Delivery', 'Cleaning', 'Waiter']"
Lana Perry,"['Delivery', 'Cleaning', 'Waiter', 'Shop clerk']"
Tess Elliott,"['Delivery', 'Cleaning', 'Shop clerk', 'Waiter']"
Grace Walker,"['Delivery', 'Shop clerk', 'Waiter', 'Cleaning']"
Kristian Tucker,"['Cleaning', 'Waiter', 'Delivery', 'Shop clerk']"
Ted Cameron,"['Delivery', 'Waiter', 'Cleaning', 'Shop clerk']"
Victoria Scott,"['Delivery', 'Shop clerk', 'Waiter', 'Cleaning']"
Charlie Walker,"['Cleaning', 'Delivery', 'Shop clerk', 'Waiter']"
Briony Cooper,"['Delivery', 'Cleaning', 'Waiter', 'Shop clerk']"
Arnold Turner,"['Shop clerk', 'Cleaning', 'Waiter', 'Delivery']"
Briony Brown,"['Cleaning', 'Waiter', 'Shop clerk', 'Delivery']"
Luke Martin,"['Cleaning', 'Shop clerk', 'Delivery', 'Waiter']"
Edwin Phillips,"['Waiter', 'Cleaning', 'Delivery', 'Shop clerk']"
Annabella Morris,"['Cleaning', 'Shop clerk', 'Waiter', 'Delivery']"
Gianna Spencer,"['Cleaning', 'Delivery', 'Shop clerk', 'Waiter']"
Garry Thomas,"['Cleaning', 'Delivery', 'Shop clerk', 'Waiter']"
Jessica Nelson,"['Waiter', 'Shop clerk', 'Delivery', 'Cleaning']"
Nicole Miller,"['Waiter', 'Shop clerk', 'Cleaning', 'Delivery']"
Rafael Spencer,"['Cleaning', 'Shop clerk', 'Delivery', 'Waiter']"
Vincent Dixon,"['Delivery', 'Shop clerk', 'Cleaning', 'Waiter']"
Patrick Elliott,"['Cleaning', 'Shop clerk', 'Delivery', 'Waiter']"
Anna Turner,"['Shop clerk', 'Waiter', 'Delivery', 'Cleaning']"
Catherine Stevens,"['Delivery', 'Cleaning', 'Waiter', 'Shop clerk']"
Adam Moore,"['Delivery', 'Cleaning', 'Waiter', 'Shop clerk']"
Alan Chapman,"['Shop clerk', 'Waiter', 'Cleaning', 'Delivery']"
Alan Payne,"['Shop clerk', 'Waiter', 'Cleaning', 'Delivery']"
Tess West,"['Waiter', 'Cleaning', 'Delivery', 'Shop clerk']"
Mary Murphy,"['Cleaning', 'Waiter', 'Shop clerk', 'Delivery']"
Preston Hill,"['Shop clerk', 'Delivery', 'Waiter', 'Cleaning']"
Arianna Ellis,"['Shop clerk', 'Delivery', 'Waiter', 'Cleaning']"
Julia Ryan,"['Shop clerk', 'Waiter', 'Delivery', 'Cleaning']"
Deanna Williams,"['Delivery', 'Shop clerk', 'Cleaning', 'Waiter']"
Tyler Hamilton,"['Delivery', 'Waiter', 'Cleaning', 'Shop clerk']"
Olivia Ryan,"['Delivery', 'Waiter', 'Shop clerk', 'Cleaning']"
Blake Grant,"['Cleaning', 'Delivery', 'Waiter', 'Shop clerk']"
Eleanor Nelson,"['Delivery', 'Waiter', 'Shop clerk', 'Cleaning']"
Caroline Bennett,"['Shop clerk', 'Delivery', 'Cleaning', 'Waiter']"
Rebecca Stewart,"['Shop clerk', 'Delivery', 'Cleaning', 'Waiter']"
Aston Gray,"['Delivery', 'Waiter', 'Shop clerk', 'Cleaning']"
Roland Bailey,"['Cleaning', 'Shop clerk', 'Delivery', 'Waiter']"
Brianna Hamilton,"['Waiter', 'Shop clerk', 'Cleaning', 'Delivery']"
Carlos Riley,"['Shop clerk', 'Delivery', 'Waiter', 'Cleaning']"
Reid Miller,"['Shop clerk', 'Delivery', 'Cleaning', 'Waiter']"
Deanna Roberts,"['Waiter', 'Delivery', 'Cleaning', 'Shop clerk']"
Natalie Henderson,"['Shop clerk', 'Cleaning', 'Delivery', 'Waiter']"
Camila Walker,"['Delivery', 'Cleaning', 'Waiter', 'Shop clerk']"
Julia Morrison,"['Waiter', 'Shop clerk', 'Delivery', 'Cleaning']"
Walter Johnson,"['Delivery', 'Waiter', 'Cleaning', 'Shop clerk']"
Savana Hall,"['Shop clerk', 'Waiter', 'Delivery', 'Cleaning']"
Roman Mitchell,"['Waiter', 'Delivery', 'Shop clerk', 'Cleaning']"
John Martin,"['Delivery', 'Shop clerk', 'Cleaning', 'Waiter']"
Preston Cameron,"['Delivery', 'Shop clerk', 'Waiter', 'Cleaning']"
Olivia Williams,"['Shop clerk', 'Cleaning', 'Delivery', 'Waiter']"
Miranda Harris,"['Cleaning', 'Shop clerk', 'Delivery', 'Waiter']"
Michael Thomas,"['Delivery', 'Cleaning', 'Waiter', 'Shop clerk']"
Vivian Richards,"['Waiter', 'Cleaning', 'Shop clerk', 'Delivery']"
Clark Morrison,"['Cleaning', 'Delivery', 'Shop clerk', 'Waiter']"
Brad Barnes,"['Shop clerk', 'Delivery', 'Waiter', 'Cleaning']"
Eric Adams,"['Cleaning', 'Waiter', 'Delivery', 'Shop clerk']"
Ted Miller,"['Shop clerk', 'Cleaning', 'Delivery', 'Waiter']"
Joyce Sullivan,"['Cleaning', 'Waiter', 'Delivery', 'Shop clerk']"
Kimberly Ellis,"['Cleaning', 'Delivery', 'Shop clerk', 'Waiter']"
Ned Hunt,"['Cleaning', 'Shop clerk', 'Waiter', 'Delivery']"
Kelvin Baker,"['Waiter', 'Cleaning', 'Shop clerk', 'Delivery']"
Spike Miller,"['Delivery', 'Cleaning', 'Shop clerk', 'Waiter']"
Spike Riley,"['Cleaning', 'Delivery', 'Waiter', 'Shop clerk']"
Adrianna Ryan,"['Shop clerk', 'Delivery', 'Cleaning', 'Waiter']"
Clark Carroll,"['Shop clerk', 'Delivery', 'Cleaning', 'Waiter']"
Hailey Campbell,"['Cleaning', 'Shop clerk', 'Delivery', 'Waiter']"
Derek Smith,"['Waiter', 'Cleaning', 'Delivery', 'Shop clerk']"
Fenton Brown,"['Waiter', 'Delivery', 'Cleaning', 'Shop clerk']"
Nicole Phillips,"['Waiter', 'Delivery', 'Cleaning', 'Shop clerk']"
Kimberly Owens,"['Cleaning', 'Shop clerk', 'Delivery', 'Waiter']"
Alen Evans,"['Delivery', 'Shop clerk', 'Waiter', 'Cleaning']"
Maria Hall,"['Cleaning', 'Delivery', 'Shop clerk', 'Waiter']"
Roman Barrett,"['Shop clerk', 'Cleaning', 'Delivery', 'Waiter']"
Kellan Riley,"['Waiter', 'Shop clerk', 'Delivery', 'Cleaning']"
Alissa Campbell,"['Waiter', 'Cleaning', 'Delivery', 'Shop clerk']"
Jordan Bennett,"['Waiter', 'Cleaning', 'Delivery', 'Shop clerk']"
Evelyn Phillips,"['Delivery', 'Shop clerk', 'Cleaning', 'Waiter']"
Daryl Farrell,"['Waiter', 'Shop clerk', 'Cleaning', 'Delivery']"
Lyndon Bailey,"['Cleaning', 'Shop clerk', 'Delivery', 'Waiter']"
Brooke Kelley,"['Cleaning', 'Waiter', 'Shop clerk', 'Delivery']"
Evelyn Harrison,"['Waiter', 'Delivery', 'Cleaning', 'Shop clerk']"
Audrey Bailey,"['Waiter', 'Shop clerk', 'Delivery', 'Cleaning']"
Alexia Thompson,"['Cleaning', 'Delivery', 'Shop clerk', 'Waiter']"
Alfred Brown,"['Cleaning', 'Waiter', 'Delivery', 'Shop clerk']"
Alisa Brooks,"['Delivery', 'Waiter', 'Shop clerk', 'Cleaning']"
Arnold Owens,"['Waiter', 'Shop clerk', 'Delivery', 'Cleaning']"
Antony Montgomery,"['Waiter', 'Shop clerk', 'Cleaning', 'Delivery']"
Lilianna Miller,"['Shop clerk', 'Delivery', 'Cleaning', 'Waiter']"
Ryan Morrison,"['Cleaning', 'Shop clerk', 'Delivery', 'Waiter']"
Chloe Reed,"['Delivery', 'Cleaning', 'Waiter', 'Shop clerk']"
Jack Anderson,"['Waiter', 'Shop clerk', 'Delivery', 'Cleaning']"
Lyndon Crawford,"['Waiter', 'Delivery', 'Cleaning', 'Shop clerk']"
Eric Phillips,"['Shop clerk', 'Waiter', 'Cleaning', 'Delivery']"
Paul Anderson,"['Cleaning', 'Shop clerk', 'Delivery', 'Waiter']"
Fiona Barrett,"['Shop clerk', 'Delivery', 'Cleaning', 'Waiter']"
Chelsea Nelson,"['Waiter', 'Delivery', 'Shop clerk', 'Cleaning']"
Jessica Rogers,"['Cleaning', 'Delivery', 'Waiter', 'Shop clerk']"
Robert Carroll,"['Cleaning', 'Delivery', 'Shop clerk', 'Waiter']"
Nicholas Douglas,"['Cleaning', 'Shop clerk', 'Waiter', 'Delivery']"
Stella Perkins,"['Cleaning', 'Delivery', 'Waiter', 'Shop clerk']"
Melanie Kelly,"['Shop clerk', 'Cleaning', 'Delivery', 'Waiter']"
Kelvin Anderson,"['Waiter', 'Shop clerk', 'Delivery', 'Cleaning']"
Arthur Watson,"['Waiter', 'Shop clerk', 'Delivery', 'Cleaning']"
Martin Williams,"['Cleaning', 'Waiter', 'Shop clerk', 'Delivery']"
Patrick Campbell,"['Cleaning', 'Waiter', 'Shop clerk', 'Delivery']"
Alfred Murray,"['Waiter', 'Delivery', 'Shop clerk', 'Cleaning']"
Connie Nelson,"['Cleaning', 'Delivery', 'Shop clerk', 'Waiter']"
Caroline Chapman,"['Waiter', 'Cleaning', 'Delivery', 'Shop clerk']"
Sam Morrison,"['Shop clerk', 'Waiter', 'Cleaning', 'Delivery']"
Adam Foster,"['Delivery', 'Cleaning', 'Shop clerk', 'Waiter']"
Connie Wright,"['Shop clerk', 'Delivery', 'Cleaning', 'Waiter']"
Hailey Cole,"['Waiter', 'Delivery', 'Shop clerk', 'Cleaning']"
Alberta Brown,"['Cleaning', 'Waiter', 'Shop clerk', 'Delivery']"
Miller Phillips,"['Waiter', 'Cleaning', 'Delivery', 'Shop clerk']"
Thomas Gibson,"['Shop clerk', 'Waiter', 'Delivery', 'Cleaning']"
Martin Cameron,"['Delivery', 'Shop clerk', 'Waiter', 'Cleaning']"
Leonardo Ferguson,"['Shop clerk', 'Delivery', 'Cleaning', 'Waiter']"
Jared Barrett,"['Waiter', 'Cleaning', 'Shop clerk', 'Delivery']"
Sophia Morgan,"['Delivery', 'Waiter', 'Cleaning', 'Shop clerk']"
Vivian Morgan,"['Cleaning', 'Shop clerk', 'Waiter', 'Delivery']"
Sydney Williams,"['Shop clerk', 'Delivery', 'Cleaning', 'Waiter']"
Edward Andrews,"['Delivery', 'Cleaning', 'Shop clerk', 'Waiter']"
Jasmine Kelley,"['Shop clerk', 'Waiter', 'Cleaning', 'Delivery']"
Arthur Evans,"['Delivery', 'Cleaning', 'Shop clerk', 'Waiter']"
Maya Mason,"['Cleaning', 'Shop clerk', 'Delivery', 'Waiter']"
Chloe Myers,"['Shop clerk', 'Delivery', 'Cleaning', 'Waiter']"
Michael Martin,"['Waiter', 'Cleaning', 'Delivery', 'Shop clerk']"
Maximilian Ross,"['Cleaning', 'Waiter', 'Shop clerk', 'Delivery']"
Amanda Hawkins,"['Delivery', 'Waiter', 'Cleaning', 'Shop clerk']"
Max Williams,"['Waiter', 'Shop clerk', 'Delivery', 'Cleaning']"
Aida Chapman,"['Waiter', 'Shop clerk', 'Delivery', 'Cleaning']"
Robert Brown,"['Delivery', 'Cleaning', 'Shop clerk', 'Waiter']"
Melissa Smith,"['Waiter', 'Delivery', 'Cleaning', 'Shop clerk']"
Lana Montgomery,"['Shop clerk', 'Delivery', 'Waiter', 'Cleaning']"
Ada Wright,"['Shop clerk', 'Cleaning', 'Delivery', 'Waiter']"
Evelyn Ross,"['Cleaning', 'Delivery', 'Waiter', 'Shop clerk']"
Julia Foster,"['Delivery', 'Shop clerk', 'Waiter', 'Cleaning']"
Sydney West,"['Cleaning', 'Waiter', 'Shop clerk', 'Delivery']"
Alisa Cunningham,"['Waiter', 'Shop clerk', 'Delivery', 'Cleaning']"
Edward Clark,"['Waiter', 'Shop clerk', 'Cleaning', 'Delivery']"
Natalie Turner,"['Cleaning', 'Delivery', 'Waiter', 'Shop clerk']"
Joyce Morris,"['Delivery', 'Waiter', 'Cleaning', 'Shop clerk']"
Oliver Richardson,"['Delivery', 'Shop clerk', 'Waiter', 'Cleaning']"
Tyler Reed,"['Shop clerk', 'Waiter', 'Cleaning', 'Delivery']"
Cadie Hawkins,"['Shop clerk', 'Cleaning', 'Delivery', 'Waiter']"
Ted Roberts,"['Cleaning', 'Shop clerk', 'Delivery', 'Waiter']"
Sienna Harrison,"['Cleaning', 'Shop clerk', 'Waiter', 'Delivery']"
Aida Gray,"['Waiter', 'Cleaning', 'Shop clerk', 'Delivery']"
Carl Fowler,"['Cleaning', 'Delivery', 'Waiter', 'Shop clerk']"
Ellia Hawkins,"['Shop clerk', 'Delivery', 'Waiter', 'Cleaning']"
Miranda Tucker,"['Delivery', 'Waiter', 'Cleaning', 'Shop clerk']"
Julia Thomas,"['Waiter', 'Cleaning', 'Shop clerk', 'Delivery']"
Eleanor Farrell,"['Cleaning', 'Shop clerk', 'Waiter', 'Delivery']"
Darcy Stewart,"['Waiter', 'Cleaning', 'Shop clerk', 'Delivery']"
Chelsea Ross,"['Cleaning', 'Delivery', 'Shop clerk', 'Waiter']"
Dale Cole,"['Waiter', 'Shop clerk', 'Delivery', 'Cleaning']"
Patrick Hall,"['Cleaning', 'Shop clerk', 'Delivery', 'Waiter']"
Justin Bailey,"['Shop clerk', 'Cleaning', 'Delivery', 'Waiter']"
Kelsey Farrell,"['Shop clerk', 'Waiter', 'Cleaning', 'Delivery']"
Caroline Bailey,"['Waiter', 'Shop clerk', 'Cleaning', 'Delivery']"
Emily Cunningham,"['Cleaning', 'Waiter', 'Shop clerk', 'Delivery']"
Andrew Warren,"['Shop clerk', 'Delivery', 'Waiter', 'Cleaning']"
Florrie Harrison,"['Waiter', 'Cleaning', 'Shop clerk', 'Delivery']"
Amber Cooper,"['Delivery', 'Cleaning', 'Shop clerk', 'Waiter']"
Elian Alexander,"['Waiter', 'Delivery', 'Shop clerk', 'Cleaning']"
Eleanor Gibson,"['Shop clerk', 'Waiter', 'Cleaning', 'Delivery']"
Rafael Kelly,"['Waiter', 'Cleaning', 'Shop clerk', 'Delivery']"
Ellia Thomas,"['Delivery', 'Shop clerk', 'Waiter', 'Cleaning']"
Freddie Gibson,"['Waiter', 'Shop clerk', 'Cleaning', 'Delivery']"
Gianna Owens,"['Cleaning', 'Shop clerk', 'Delivery', 'Waiter']"
Jacob Harrison,"['Shop clerk', 'Cleaning', 'Waiter', 'Delivery']"
Ted Casey,"['Waiter', 'Shop clerk', 'Cleaning', 'Delivery']"
Wilson Andrews,"['Delivery', 'Shop clerk', 'Waiter', 'Cleaning']"
Garry Carroll,"['Cleaning', 'Shop clerk', 'Delivery', 'Waiter']"
George Thompson,"['Shop clerk', 'Delivery', 'Cleaning', 'Waiter']"
Maddie Holmes,"['Waiter', 'Delivery', 'Shop clerk', 'Cleaning']"
Hailey Bailey,"['Waiter', 'Cleaning', 'Shop clerk', 'Delivery']"
Ellia Clark,"['Delivery', 'Shop clerk', 'Waiter', 'Cleaning']"
Eric Richardson,"['Cleaning', 'Waiter', 'Delivery', 'Shop clerk']"
Carina Watson,"['Shop clerk', 'Waiter', 'Delivery', 'Cleaning']"
April Ryan,"['Cleaning', 'Waiter', 'Shop clerk', 'Delivery']"
Maddie Thompson,"['Shop clerk', 'Waiter', 'Delivery', 'Cleaning']"
April Moore,"['Shop clerk', 'Delivery', 'Waiter', 'Cleaning']"
Adelaide Taylor,"['Cleaning', 'Shop clerk', 'Delivery', 'Waiter']"
Adrian Robinson,"['Waiter', 'Shop clerk', 'Cleaning', 'Delivery']"
Stella Carter,"['Shop clerk', 'Delivery', 'Cleaning', 'Waiter']"
Carlos Wells,"['Delivery', 'Shop clerk', 'Cleaning', 'Waiter']"
Daisy Hunt,"['Delivery', 'Shop clerk', 'Waiter', 'Cleaning']"
Kelvin Richardson,"['Waiter', 'Delivery', 'Cleaning', 'Shop clerk']"
Adele Moore,"['Delivery', 'Cleaning', 'Waiter', 'Shop clerk']"
Heather Miller,"['Delivery', 'Cleaning', 'Shop clerk', 'Waiter']"
Annabella Edwards,"['Delivery', 'Waiter', 'Shop clerk', 'Cleaning']"
William Clark,"['Cleaning', 'Delivery', 'Shop clerk', 'Waiter']"
Sienna Cunningham,"['Shop clerk', 'Cleaning', 'Waiter', 'Delivery']"
Olivia Smith,"['Shop clerk', 'Delivery', 'Waiter', 'Cleaning']"
April Taylor,"['Delivery', 'Cleaning', 'Waiter', 'Shop clerk']"
Charlie Harris,"['Cleaning', 'Waiter', 'Delivery', 'Shop clerk']"
Vincent Sullivan,"['Cleaning', 'Delivery', 'Shop clerk', 'Waiter']"
Stuart Carroll,"['Cleaning', 'Shop clerk', 'Delivery', 'Waiter']"
Adele Cole,"['Delivery', 'Cleaning', 'Shop clerk', 'Waiter']"
Jessica Thomas,"['Delivery', 'Shop clerk', 'Waiter', 'Cleaning']"
Mike Rogers,"['Delivery', 'Waiter', 'Cleaning', 'Shop clerk']"
Martin Harris,"['Waiter', 'Delivery', 'Shop clerk', 'Cleaning']"
Edward Owens,"['Waiter', 'Shop clerk', 'Cleaning', 'Delivery']"
Michael Riley,"['Shop clerk', 'Waiter', 'Cleaning', 'Delivery']"
Kirsten Kelley,"['Shop clerk', 'Waiter', 'Delivery', 'Cleaning']"
Kevin Ross,"['Shop clerk', 'Delivery', 'Cleaning', 'Waiter']"
Miller Owens,"['Cleaning', 'Shop clerk', 'Delivery', 'Waiter']"
Alfred Ferguson,"['Shop clerk', 'Delivery', 'Cleaning', 'Waiter']"
Reid Holmes,"['Shop clerk', 'Delivery', 'Waiter', 'Cleaning']"
Julia Moore,"['Cleaning', 'Waiter', 'Delivery', 'Shop clerk']"
Edwin Cole,"['Waiter', 'Cleaning', 'Shop clerk', 'Delivery']"
Brad Davis,"['Waiter', 'Delivery', 'Shop clerk', 'Cleaning']"
Leonardo Wilson,"['Cleaning', 'Waiter', 'Delivery', 'Shop clerk']"
Miranda Stevens,"['Waiter', 'Cleaning', 'Shop clerk', 'Delivery']"
Sofia Andrews,"['Cleaning', 'Shop clerk', 'Waiter', 'Delivery']"
Ned Ross,"['Shop clerk', 'Waiter', 'Cleaning', 'Delivery']"
Annabella Elliott,"['Shop clerk', 'Waiter', 'Delivery', 'Cleaning']"
Dale Armstrong,"['Cleaning', 'Shop clerk', 'Delivery', 'Waiter']"
Dainton Thomas,"['Waiter', 'Delivery', 'Shop clerk', 'Cleaning']"
Roland Armstrong,"['Cleaning', 'Shop clerk', 'Delivery', 'Waiter']"
Aiden Barrett,"['Waiter', 'Cleaning', 'Delivery', 'Shop clerk']"
Rubie Campbell,"['Shop clerk', 'Cleaning', 'Waiter', 'Delivery']"
Adrianna Gibson,"['Cleaning', 'Waiter', 'Delivery', 'Shop clerk']"
Stella Stevens,"['Cleaning', 'Waiter', 'Delivery', 'Shop clerk']"
