,First Name,Last Name,Age,Number children,Degree,Experience,Years of unemployment,Working environment
4078,Carlos,Wells,19,0,high school diploma,1,0,Generic
4079,Adelaide,Craig,22,0,high school diploma,0,1,Worker
4080,Julia,Fowler,23,0,high school diploma,0,0,Informatics
4081,Alissa,Spencer,25,2,high school diploma,1,0,Generic
4082,Amelia,Foster,28,3,high school diploma,0,5,Instruction
4083,Sienna,Cunningham,18,0,high school diploma,1,0,Generic
4084,Ellia,Carroll,20,0,high school diploma,1,0,Worker
4085,Kelvin,Walker,19,0,high school diploma,1,0,Instruction
4086,Oliver,Murray,19,0,high school diploma,1,2,Worker
4087,Elian,Alexander,21,0,high school diploma,1,0,Generic
4088,Maddie,Kelley,20,0,high school diploma,1,2,Informatics
4089,Walter,Johnson,30,1,high school diploma,0,0,Generic
4090,Fiona,Mason,30,2,high school diploma,7,5,Informatics
4091,Sarah,Ferguson,26,3,high school diploma,0,1,Generic
4092,Fenton,Roberts,25,1,high school diploma,1,1,Worker
4093,Dominik,Barrett,24,3,high school diploma,1,0,Worker
4094,Thomas,Bailey,24,0,high school diploma,0,2,Informatics
4095,Grace,Harris,25,1,high school diploma,0,0,Worker
4096,Jessica,Hill,22,0,high school diploma,1,1,Instruction
4097,Tess,Parker,19,0,high school diploma,0,1,Generic
4098,Ryan,Wilson,27,2,high school diploma,1,1,Worker
4099,Ada,Payne,28,3,three-year degree,0,5,Informatics
4100,Anna,Craig,23,0,high school diploma,0,0,Informatics
4101,Roland,Bailey,24,2,high school diploma,0,0,Generic
4102,Julia,Myers,29,1,three-year degree,8,3,healthcare
4103,Sienna,Foster,18,0,high school diploma,1,1,Worker
4104,James,Warren,30,0,high school diploma,8,3,Worker
4105,Rubie,Gibson,21,0,high school diploma,0,0,Economic
4106,Byron,Wells,30,2,three-year degree,7,0,healthcare
4107,Jared,Taylor,18,0,compulsory school,0,0,Worker
4108,Thomas,Gibson,24,1,high school diploma,0,0,Generic
4109,Edith,Cole,18,0,high school diploma,0,0,Worker
4110,Edward,Andrews,23,0,high school diploma,2,2,Generic
4111,Elise,Carroll,23,0,high school diploma,0,0,Generic
4112,Audrey,Johnson,22,0,high school diploma,0,1,Instruction
4113,Evelyn,Hamilton,25,3,high school diploma,0,0,Economic
4114,Alissa,Wells,30,2,master degree,7,3,Instruction
4115,Garry,Kelly,21,0,high school diploma,1,0,Worker
4116,Audrey,Roberts,19,0,high school diploma,0,1,Worker
4117,Camila,Richardson,30,1,master degree,8,1,Instruction
4118,Lily,Anderson,21,0,high school diploma,1,1,Worker
4119,Carl,Nelson,28,0,three-year degree,0,3,healthcare
4120,Owen,Nelson,20,0,high school diploma,0,0,Instruction
4121,Naomi,Tucker,22,0,three-year degree,1,0,Economic
4122,Penelope,Moore,20,0,high school diploma,0,2,Economic
4123,Patrick,Barnes,30,2,high school diploma,7,9,Economic
4124,Alen,Jones,26,1,three-year degree,1,1,Instruction
4125,Adison,Brooks,21,0,high school diploma,0,0,Economic
4126,Aiden,Cunningham,20,0,high school diploma,1,0,Economic
4127,Vanessa,Morgan,22,0,high school diploma,0,0,healthcare
4128,Ryan,Murray,21,0,compulsory school,0,1,Worker
4129,Justin,Anderson,28,0,high school diploma,0,0,Worker
4130,Sofia,Barnes,24,1,high school diploma,0,1,Informatics
4131,Penelope,Stevens,21,0,high school diploma,1,0,Economic
4132,Dominik,Hamilton,28,2,high school diploma,0,3,Economic
4133,Briony,Payne,21,0,high school diploma,1,0,Worker
4134,Antony,Roberts,26,2,high school diploma,1,3,Economic
4135,Rubie,Ross,19,0,high school diploma,0,0,Informatics
4136,Roland,Richardson,19,0,high school diploma,0,1,Worker
4137,Connie,Nelson,24,1,high school diploma,0,0,Generic
4138,Tess,Hunt,29,3,high school diploma,1,0,Generic
4139,Briony,Cooper,26,1,high school diploma,0,3,Generic
4140,Alan,Payne,30,0,compulsory school,5,5,Generic
4141,Roman,Gray,22,0,three-year degree,0,0,Informatics
4142,Florrie,Moore,23,0,high school diploma,0,0,Generic
4143,Jared,Perkins,20,0,compulsory school,0,2,Generic
4144,Heather,Evans,29,2,high school diploma,7,0,Generic
4145,Albert,Wilson,19,0,compulsory school,1,0,Generic
4146,Miley,Smith,26,0,high school diploma,4,0,Informatics
4147,Freddie,Hamilton,30,3,master degree,5,1,Informatics
4148,Jessica,Sullivan,21,0,high school diploma,1,0,Worker
4149,Byron,Harper,28,2,three-year degree,0,5,Informatics
4150,Adele,Johnson,26,1,three-year degree,0,3,healthcare
4151,Natalie,Phillips,21,0,high school diploma,0,1,Economic
4152,Eleanor,Farrell,21,0,high school diploma,1,1,Generic
4153,Brooke,Richardson,25,1,three-year degree,0,0,Informatics
4154,Lyndon,Crawford,24,1,high school diploma,0,1,Generic
4155,Abigail,Carter,24,0,three-year degree,0,0,healthcare
4156,Alexia,Higgins,26,1,three-year degree,0,0,Instruction
4157,Dominik,Walker,21,0,high school diploma,0,0,Economic
4158,April,Perkins,20,0,high school diploma,0,0,Generic
4159,Dexter,Barrett,27,1,high school diploma,0,3,Economic
4160,Derek,Bennett,24,3,high school diploma,0,0,Economic
4161,Max,Morgan,18,0,high school diploma,1,0,Informatics
4162,Jared,Robinson,20,0,high school diploma,0,0,Generic
4163,Elian,Anderson,18,0,high school diploma,0,1,Informatics
4164,Vincent,Wilson,28,1,three-year degree,4,0,Instruction
4165,Albert,Douglas,26,3,high school diploma,1,3,Instruction
4166,Harold,Baker,22,0,high school diploma,1,0,Economic
4167,Paul,Johnston,22,0,high school diploma,0,1,Worker
4168,Jacob,Barnes,22,0,high school diploma,0,0,Worker
4169,Olivia,Jones,25,1,high school diploma,0,1,Informatics
4170,Ted,Casey,22,0,high school diploma,1,0,Generic
4171,Bruce,Thomas,25,2,high school diploma,0,1,healthcare
4172,Emma,Foster,30,2,high school diploma,8,3,Informatics
4173,Garry,Jones,22,0,high school diploma,0,1,Economic
4174,Jessica,Rogers,28,0,high school diploma,0,3,Generic
4175,Adele,Mitchell,20,0,high school diploma,1,0,Economic
4176,Chelsea,Ross,18,0,high school diploma,0,4,Generic
4177,Daryl,Gibson,20,0,compulsory school,0,0,Generic
4178,Martin,Carter,19,0,high school diploma,0,0,Economic
4179,Dominik,Moore,30,2,high school diploma,7,1,Informatics
4180,Dale,Cole,18,0,high school diploma,1,1,Generic
4181,Kellan,Gray,26,2,three-year degree,0,3,healthcare
4182,Carl,Kelley,20,0,high school diploma,0,1,healthcare
4183,Lilianna,Cooper,26,3,three-year degree,0,3,Economic
4184,Sabrina,Alexander,24,2,three-year degree,0,0,Instruction
4185,Edwin,Richards,25,1,high school diploma,0,0,Informatics
4186,Rebecca,Wells,29,1,high school diploma,7,7,healthcare
4187,Lucia,Ryan,23,0,three-year degree,0,0,Informatics
4188,Albert,Murphy,20,0,high school diploma,0,0,Worker
4189,Lilianna,Foster,20,0,high school diploma,1,0,Worker
4190,Sienna,Russell,22,0,high school diploma,0,0,Instruction
4191,John,Higgins,29,3,compulsory school,8,7,Generic
4192,Rubie,Reed,25,3,master degree,1,2,healthcare
4193,Adrianna,Kelly,23,0,three-year degree,0,1,Informatics
4194,Miranda,Alexander,19,0,high school diploma,0,1,Worker
4195,Elian,Warren,28,0,three-year degree,0,1,Instruction
4196,Frederick,Mitchell,50,1,three-year degree,12,9,Economic
4197,Alisa,Hall,41,2,master degree,12,12,Informatics
4198,Chloe,Warren,46,3,Ph.D,9,9,Instruction
4199,Violet,Owens,47,2,three-year degree,15,5,Instruction
4200,Alford,Richards,47,3,high school diploma,9,15,Economic
4201,Camila,Ryan,42,0,Ph.D,15,3,Economic
4202,Vincent,Taylor,47,3,high school diploma,15,3,Informatics
4203,Henry,Russell,43,0,compulsory school,9,7,Generic
4204,Michelle,Wilson,48,2,high school diploma,5,7,Generic
4205,Belinda,Farrell,45,1,Ph.D,20,7,healthcare
4206,Eleanor,Phillips,44,1,three-year degree,9,1,healthcare
4207,Isabella,Riley,43,2,three-year degree,9,3,Informatics
4208,Preston,Miller,47,0,three-year degree,12,9,Economic
4209,Wilson,Rogers,50,2,high school diploma,7,3,Generic
4210,Paige,Evans,50,2,three-year degree,0,9,Informatics
4211,Paige,Harrison,48,2,high school diploma,15,7,Generic
4212,Oliver,Barnes,43,0,high school diploma,9,9,Generic
4213,Tara,Grant,48,3,three-year degree,3,15,healthcare
4214,Lucia,Adams,44,1,high school diploma,7,12,Generic
4215,Lucy,Nelson,48,2,high school diploma,9,7,Generic
4216,Henry,Smith,48,2,three-year degree,12,5,healthcare
4217,Arthur,Chapman,44,2,master degree,9,7,Informatics
4218,Lilianna,Martin,40,2,three-year degree,12,3,Instruction
4219,Melissa,Crawford,43,0,master degree,12,3,healthcare
4220,Mike,Hawkins,50,3,three-year degree,12,9,healthcare
4221,Sienna,Casey,49,2,high school diploma,20,3,Generic
4222,Sawyer,Walker,49,0,high school diploma,12,3,Generic
4223,Alberta,Hamilton,41,1,master degree,15,3,Instruction
4224,Sophia,Stewart,49,3,compulsory school,9,3,Generic
4225,Victor,Tucker,44,2,Ph.D,12,3,Instruction
4226,Stuart,Moore,44,2,high school diploma,9,3,Generic
4227,Patrick,Wells,41,1,three-year degree,20,3,healthcare
4228,Melissa,Wilson,44,3,high school diploma,9,15,Generic
4229,Lenny,Grant,40,2,compulsory school,9,5,Generic
4230,Maya,Sullivan,40,3,high school diploma,9,7,Generic
4231,Carl,Roberts,43,3,high school diploma,9,9,Worker
4232,Myra,Morris,43,1,high school diploma,12,12,Generic
4233,Kate,Moore,42,0,Ph.D,12,5,healthcare
4234,Eleanor,Dixon,40,2,high school diploma,9,15,Generic
4235,Dominik,Cooper,42,2,high school diploma,12,9,Worker
4236,Alford,Spencer,49,3,high school diploma,3,9,Generic
4237,Owen,Smith,40,0,compulsory school,12,9,Generic
4238,Ellia,Henderson,45,2,high school diploma,0,7,Economic
4239,Amy,Henderson,49,3,high school diploma,7,3,Economic
4240,Owen,Ryan,48,3,compulsory school,9,3,Worker
4241,Honey,Dixon,44,3,master,5,9,Informatics
4242,Lilianna,Cameron,40,3,high school diploma,15,3,Generic
4243,Florrie,Nelson,50,0,three-year degree,9,5,Instruction
4244,Stella,Roberts,48,0,high school diploma,9,12,Generic
4245,Alina,Gibson,49,2,high school diploma,15,3,Informatics
4246,Harold,Walker,44,1,master degree,15,5,Instruction
4247,Cadie,Ferguson,45,3,three-year degree,9,9,Informatics
4248,Owen,Jones,47,3,high school diploma,7,9,Generic
4249,Carina,Alexander,41,3,high school diploma,12,7,Economic
4250,Daniel,Johnston,49,0,master degree,7,9,Instruction
4251,Amanda,West,42,3,three-year degree,20,5,Instruction
4252,Amber,Higgins,42,1,master,12,3,Economic
4253,Richard,Gray,47,2,three-year degree,12,7,Informatics
4254,Kristian,Grant,44,3,high school diploma,9,3,Informatics
4255,Roland,Robinson,48,3,high school diploma,7,9,Generic
4256,Michelle,Thompson,47,1,high school diploma,5,1,Worker
4257,Emily,Harris,42,1,master,9,5,Economic
4258,Chelsea,Holmes,44,0,three-year degree,15,12,Informatics
4259,Roman,Murphy,43,2,high school diploma,7,5,Generic
4260,Sofia,Warren,40,3,high school diploma,9,12,Generic
4261,Kelvin,Bennett,49,3,high school diploma,12,9,Generic
4262,Arnold,Kelley,47,3,high school diploma,5,15,Worker
4263,Tara,Cameron,46,1,master,12,7,Informatics
4264,Dale,Montgomery,41,0,high school diploma,9,12,Worker
4265,Briony,Hunt,48,3,high school diploma,9,3,Generic
4266,Isabella,Thompson,46,0,Ph.D,5,3,Instruction
4267,Tess,Gibson,49,3,high school diploma,15,5,Informatics
4268,Julia,Edwards,47,2,Ph.D,15,3,healthcare
4269,Emily,Stevens,42,1,master degree,15,7,healthcare
4270,Rafael,Phillips,47,2,Ph.D,15,3,healthcare
4271,Alford,Harrison,43,2,high school diploma,15,3,Generic
4272,Amber,Grant,45,0,three-year degree,20,7,Instruction
4273,Darcy,Wright,50,1,high school diploma,9,9,Generic
4274,Tyler,Foster,43,2,high school diploma,12,7,Generic
4275,Adele,Cameron,44,0,high school diploma,5,9,Generic
4276,Clark,Ellis,48,0,three-year degree,1,3,Informatics
4277,Jordan,Taylor,50,2,high school diploma,12,12,Informatics
4278,Jasmine,Roberts,50,3,high school diploma,9,1,Worker
4279,Camila,Harper,43,2,compulsory school,12,3,Worker
4280,Bruce,Carter,50,2,three-year degree,20,9,Economic
4281,Patrick,Montgomery,46,0,high school diploma,15,7,Worker
4282,Robert,Scott,48,1,high school diploma,20,5,Informatics
4283,Dale,Richards,43,0,three-year degree,9,15,healthcare
4284,Kellan,Cameron,40,0,three-year degree,15,0,Instruction
4285,Charlotte,Fowler,48,3,three-year degree,15,3,healthcare
4286,Grace,Murray,41,1,master,12,5,Instruction
4287,Arianna,Parker,40,0,high school diploma,15,7,Worker
4288,Oliver,Armstrong,41,0,compulsory school,12,1,Worker
4289,Aston,Henderson,46,1,high school diploma,5,7,Generic
4290,Oscar,Lloyd,41,3,three-year degree,12,3,Economic
4291,Emily,Phillips,42,2,high school diploma,12,3,Economic
4292,Rosie,Walker,43,2,high school diploma,15,12,Worker
4293,Oliver,Hamilton,49,1,high school diploma,7,7,Generic
4294,Kelsey,Mason,49,2,high school diploma,5,3,Generic
4295,Adelaide,Ross,48,0,three-year degree,5,12,healthcare
4296,Kelvin,Evans,41,0,three-year degree,7,3,healthcare
4297,Luke,Morris,50,0,master degree,15,9,healthcare
4298,Emma,Sullivan,42,2,high school diploma,12,5,Generic
4299,Reid,Ryan,41,3,three-year degree,12,5,healthcare
4300,April,Howard,44,3,master,15,3,Instruction
4301,Charlotte,Payne,43,0,three-year degree,9,3,Informatics
4302,Andrew,Casey,46,0,high school diploma,9,7,Generic
4303,Madaline,Warren,50,2,high school diploma,9,5,Generic
4304,Aston,Murray,49,2,Ph.D,12,0,Instruction
4305,Walter,Reed,50,3,master,12,7,healthcare
4306,Kristian,Phillips,48,2,compulsory school,12,1,Worker
4307,Lenny,Moore,47,0,high school diploma,3,7,healthcare
4308,Ryan,Cole,48,0,master degree,12,5,Informatics
4309,Dainton,Bailey,42,0,three-year degree,12,1,Informatics
4310,Aiden,Moore,46,3,master degree,12,1,Informatics
4311,Melanie,Cooper,50,2,master degree,7,3,Informatics
4312,Maximilian,Higgins,49,1,high school diploma,12,3,Generic
4313,Alen,Brown,48,3,high school diploma,20,1,Generic
4314,Fenton,Stewart,40,0,high school diploma,15,9,Instruction
4315,David,Johnson,43,3,high school diploma,9,3,Generic
4316,Jessica,Fowler,45,0,three-year degree,9,5,Economic
4317,Owen,Dixon,50,0,high school diploma,9,15,Generic
4318,Daisy,Kelly,46,1,high school diploma,9,7,Generic
4319,Blake,Montgomery,48,3,high school diploma,9,7,Worker
4320,Frederick,Wells,47,3,high school diploma,15,3,Economic
4321,Aida,Spencer,50,3,high school diploma,12,15,Worker
4322,Tiana,Higgins,44,1,three-year degree,12,3,Instruction
4323,Miley,Wells,44,0,master degree,9,9,Economic
4324,Arianna,Grant,42,0,three-year degree,12,1,healthcare
4325,Lucas,Walker,46,0,three-year degree,12,5,healthcare
4326,Amy,Harris,49,1,high school diploma,15,7,Generic
4327,Brooke,Hamilton,41,3,high school diploma,9,3,Informatics
4328,Kristian,Armstrong,50,3,high school diploma,9,20,Economic
4329,Alan,Jones,45,1,Ph.D,12,3,Instruction
4330,Kelsey,Montgomery,50,2,high school diploma,9,3,Economic
4331,Arthur,Hill,48,1,high school diploma,12,5,Generic
4332,Alen,Phillips,50,1,high school diploma,9,9,Worker
4333,Belinda,Richards,45,1,high school diploma,12,3,Generic
4334,Nicole,Murphy,43,1,three-year degree,9,5,Economic
4335,Naomi,Casey,40,3,high school diploma,12,12,Generic
4336,Lenny,Harris,46,2,compulsory school,12,9,Generic
4337,Walter,Mitchell,47,1,high school diploma,9,3,Generic
4338,Adele,Parker,49,2,three-year degree,20,7,Informatics
4339,Jack,Casey,42,1,high school diploma,9,1,Generic
4340,Sam,Smith,44,3,high school diploma,15,3,Generic
4341,Anna,Morgan,47,3,high school diploma,9,7,Worker
4342,Aston,Hunt,48,1,master degree,9,3,Instruction
4343,Grace,Elliott,41,0,compulsory school,12,7,Worker
4344,Aston,Davis,41,1,three-year degree,9,3,healthcare
4345,Carina,Ryan,42,0,master degree,15,0,healthcare
4346,Richard,Douglas,50,2,three-year degree,7,12,Instruction
4347,Lily,Farrell,41,0,compulsory school,12,1,Generic
4348,Heather,Richardson,47,2,compulsory school,12,15,Generic
4349,Carlos,Richards,41,0,master degree,12,12,healthcare
4350,Savana,Harrison,49,1,high school diploma,12,9,Generic
4351,Jordan,Reed,44,1,high school diploma,12,7,Worker
4352,Belinda,Murphy,47,1,master,9,1,Economic
4353,Victor,Farrell,43,2,master degree,7,3,healthcare
4354,Chester,Farrell,47,1,high school diploma,12,9,Generic
4355,Jenna,Hall,42,1,high school diploma,9,3,Generic
4356,Luke,Turner,31,2,three-year degree,7,3,Informatics
4357,Fenton,Brown,35,0,high school diploma,3,1,Generic
4358,Connie,Holmes,33,0,master,7,3,Instruction
4359,Edgar,Armstrong,30,0,three-year degree,7,5,Economic
4360,Stuart,Clark,33,2,three-year degree,5,0,Economic
4361,Dominik,Brown,40,3,compulsory school,7,5,Worker
4362,Lucy,Miller,30,0,high school diploma,7,0,Generic
4363,Michelle,Warren,32,1,Ph.D,7,5,healthcare
4364,Arianna,Riley,31,1,three-year degree,5,0,Economic
4365,Tiana,Hunt,30,0,three-year degree,7,0,Economic
4366,Madaline,Smith,36,0,three-year degree,12,3,Instruction
4367,Edwin,Taylor,35,2,master degree,9,5,Informatics
4368,Kirsten,Brooks,31,3,high school diploma,0,3,Generic
4369,Honey,Thompson,38,2,high school diploma,12,5,Generic
4370,Brad,Richards,39,1,Ph.D,15,3,Economic
4371,Charlie,Hall,30,2,compulsory school,8,1,Generic
4372,April,Allen,35,2,high school diploma,9,0,Generic
4373,Paige,Myers,33,0,high school diploma,5,9,Instruction
4374,Lana,Armstrong,38,3,Ph.D,9,9,healthcare
4375,Emma,Henderson,40,0,three-year degree,7,1,Informatics
4376,Carina,Farrell,40,0,high school diploma,12,3,Instruction
4377,Maddie,Perkins,37,2,three-year degree,12,5,healthcare
4378,Dexter,Spencer,39,2,three-year degree,7,9,Economic
4379,Jasmine,Crawford,35,3,high school diploma,12,0,Generic
4380,Steven,Taylor,40,3,three-year degree,9,3,healthcare
4381,Kirsten,Richardson,39,0,high school diploma,12,3,Worker
4382,Maddie,Lloyd,39,3,master degree,9,3,healthcare
4383,Adam,Dixon,31,0,high school diploma,7,3,Generic
4384,Darcy,Montgomery,38,1,high school diploma,7,7,Generic
4385,Marcus,Walker,36,3,three-year degree,12,3,Economic
4386,Sienna,Kelly,40,2,compulsory school,9,3,Generic
4387,Sienna,Gibson,31,3,high school diploma,5,5,Generic
4388,Lana,Spencer,38,2,three-year degree,9,9,Economic
4389,Alexander,Carter,33,0,high school diploma,8,1,Generic
4390,Myra,Thomas,37,0,high school diploma,7,1,Generic
4391,Kimberly,Crawford,38,1,three-year degree,12,3,Economic
4392,Adison,Thompson,31,2,high school diploma,8,1,Worker
4393,Vivian,Wilson,34,2,high school diploma,12,0,Generic
4394,Miley,Murray,32,3,high school diploma,8,5,Generic
4395,Chelsea,Richardson,35,2,master degree,9,3,healthcare
4396,Briony,Bennett,38,0,high school diploma,15,3,Economic
4397,Nicole,Baker,40,3,master degree,12,1,Informatics
4398,Sydney,Richardson,37,3,high school diploma,12,1,Generic
4399,Adrian,Murphy,36,0,three-year degree,9,0,healthcare
4400,Sam,Perkins,39,1,high school diploma,20,5,Worker
4401,Leonardo,Farrell,35,0,high school diploma,20,1,Generic
4402,Victor,Bailey,40,1,high school diploma,5,3,Generic
4403,Kristian,Richards,30,3,three-year degree,5,3,Economic
4404,Chloe,Tucker,30,3,compulsory school,7,1,Worker
4405,Amanda,Montgomery,37,1,master degree,9,0,Economic
4406,Lucia,Richards,33,0,master,7,5,Informatics
4407,Tess,Crawford,34,2,high school diploma,15,3,Generic
4408,Mike,Murray,33,1,master degree,0,3,Economic
4409,Lana,Williams,32,0,high school diploma,8,3,Worker
4410,Olivia,Hill,30,1,three-year degree,5,9,healthcare
4411,Kirsten,Warren,39,2,high school diploma,15,3,Generic
4412,Antony,Edwards,34,1,high school diploma,20,5,Generic
4413,Deanna,Rogers,38,0,high school diploma,12,3,Generic
4414,Ryan,Casey,31,0,master degree,5,1,Informatics
4415,Julia,Warren,33,3,high school diploma,7,3,Generic
4416,Wilson,Higgins,37,0,compulsory school,12,3,Worker
4417,Preston,Stevens,35,0,high school diploma,5,1,Worker
4418,Frederick,Robinson,32,1,three-year degree,8,0,healthcare
4419,Nicholas,Kelley,36,1,high school diploma,12,3,Economic
4420,Henry,Hawkins,37,0,three-year degree,7,1,Instruction
4421,Albert,Harris,32,3,three-year degree,8,0,Instruction
